id,folder,status,ready,image_count,has_index_html,webpage_url,blocker_count,blockers
0043,0043 - Verna 1960s vintage teddy,DONE,1,15,1,1,0,
0044,0044 - Kosen white plush horse,DONE,1,12,1,1,0,
0045,0045 - Beanie Boo husky plush,WIP,0,2,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0046,0046 - Arcade Alley Laser Bowlercade,WIP,0,5,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0048,0048 - Vintage Santa Christmas figure,WIP,0,7,0,0,2,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0050,0050 - Toy Story Woody pull string doll,WIP,0,4,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0051,0051 - Harold singing reindeer,DONE,1,7,1,1,0,
0052,0052 - Singing Elvis Christmas dog,WIP,0,10,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0053,0053 - Playskool Kota Triceratops,DONE,1,32,1,1,0,
0055,0055 - Santa Homer Simpson animatronic,DONE,1,12,1,1,0,
0057,0057 - Yellow Yoshi plush,WIP,0,6,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0058,0058 - John Deere ride on tractor,WIP,0,7,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0059,0059 - Brown kangaroo plush tan pouch,WIP,0,6,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0062,0062 - Bob the Builder and Spud plush,WIP,0,11,0,0,2,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0064,0064 - Animatronic Santa figure,WIP,0,7,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0065,0065 - French musical sound book,WIP,0,0,0,0,5,"At least one project image is required (before, after, hero, or WIP-###). | title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | itemDetails must be presentable product copy (≥150 chars, real paragraphs — not timesheet/USB/debug stubs). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0066,0066 - Lucy dalmatian plush dog,DONE,1,6,1,1,0,
0067,0067 - Dakin stroller huggers with music box,WIP,0,3,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0074,0074 - Jellycat Bashful bunnies yellow and navy,WIP,0,3,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0076,0076 - Sleeping tan teddy blue pillow,WIP,0,1,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0078,0078 - Disney Pluto plush,WIP,0,5,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0079,0079 - Tan shaggy dog brown ribbon,WIP,0,2,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0080,0080 - Capybara plush,WIP,0,6,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0081,0081 - Terry cloth tan puppy plush,WIP,0,2,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0082,0082 - Elephant baby lovey blanket,WIP,0,5,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0083,0083 - Teddy in pink pajamas,WIP,0,2,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0084,0084 - Paddington Bear,WIP,0,7,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0085,0085 - Vintage giant panda plush,WIP,0,3,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0086,0086 - Disney Tigger plush,WIP,0,7,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0087,0087 - Curly sherpa teddy gold organza bow,WIP,0,3,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0088,0088 - Yui Yuigahama Bunny Ver 1 4 FREEing,DONE,1,10,1,1,0,
0089,0089 - Brown sherpa teddy pink ribbon,WIP,0,1,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0090,0090 - Cream teddy blue satin bow,WIP,0,6,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0091,0091 - Woody doll Toy Story,WIP,0,4,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0092,0092 - Buzz Lightyear figure,WIP,0,7,0,0,3,"title must be a presentable headline (not empty, not identical to projectName only — use a repair angle, e.g. ""Name — what was fixed""). | description must be a presentable repair lead (not a skill-list stub, intake line, or placeholder). | repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0093,0093 - Tomy Big Loader white shells pair,DONE,1,1,1,1,0,
0094,0094 - Ducksley,DONE,1,13,1,1,0,
0095,0095 - My Pal 2 robot,WIP,0,18,0,0,1,"repairDetails must be presentable repair story (≥2 paragraphs, not legacy gallery stub or debug text)."
0098,0098 - Lion mascot costume transform,DONE,1,6,1,1,0,
